,Gene,PageRank
320,ZNF407,0.0012737952841375445
389,ZNF207,0.0012713049026168714
20,ZNF513,0.0012367449549518495
462,ZNF100,0.001206404512114984
416,ZNF845,0.0011924310213043512
606,ZNF695,0.0011907253059972867
138,PBRM1,0.0011810102979178418
117,ATOH7,0.0011588678319004219
792,MECOM,0.0011551266828568867
367,ZNF772,0.001150996167816436
559,TULP4,0.0011383542026660199
246,ZNF415,0.0011339199582340663
584,SPI1,0.0011316247856679564
343,NFATC4,0.0011254782882523086
394,ZNF444,0.0011249025613128676
251,ZSCAN2,0.0011245854182627708
260,L3MBTL3,0.0011227093823021257
99,NFX1,0.0011224292913836595
172,ZIK1,0.0011222252319167214
302,ZNF362,0.001116046983070069
411,ETV6,0.0011136906408687561
173,ADNP2,0.0011135258809292412
194,ARID1B,0.0011091563636431761
395,MAFB,0.001108998553739949
55,ZNF181,0.001106210071649198
360,NFAT5,0.0011044149591275634
578,LRRFIP2,0.001101532572281794
143,HSF2,0.0011000508277137213
30,DNAJC1,0.0010989494455994867
162,AFF3,0.0010968069485464444
250,ZNF680,0.001091028083590436
171,ZNF14,0.00109053627497762
561,ZNF484,0.00108622908332935
418,ZNF558,0.0010861834883702343
97,ZNF780B,0.0010837444970500216
156,TCF4,0.0010760699068642745
210,ZBTB21,0.001075877883051627
102,TCF7L2,0.001075741119934179
630,SIX4,0.0010747790722437217
348,MYB,0.0010724751419096683
93,ZFP1,0.0010701403336066614
506,ZNF766,0.0010674870686273863
245,RFX2,0.0010670705198334064
847,C11orf95,0.0010657049752556397
103,HIVEP3,0.0010637262786413458
786,ZNFX1,0.0010608430659365484
415,ARNTL,0.0010571787793921133
633,NRL,0.001054531830049044
935,NKX3-2,0.0010512604589651212
575,ZNF587B,0.0010510482785263582
229,ZNF24,0.0010505964852264948
957,RFX6,0.001048491170295079
442,ZNF692,0.0010471882313817682
1083,GTF2I,0.0010452666157770814
921,SSRP1,0.0010451908930193638
822,ZNF2,0.001044259251682804
256,ZNF324B,0.0010436609056781868
563,KLF5,0.001043159907261107
49,HIVEP2,0.001041921237054852
36,TGIF1,0.0010415437502749088
169,ZNF653,0.0010415192448723902
399,ARID1A,0.0010411696156113286
971,ZNF625,0.0010407878265181363
458,ZNF285,0.0010403866295876534
604,ZNF251,0.0010386932685444929
486,ZSCAN5A,0.0010378748469429188
287,THAP6,0.0010377172654756428
18,IRF9,0.0010365449963954095
684,ZBTB42,0.0010361678797520116
800,TBX15,0.0010360210095795813
520,ZNF326,0.001035156814059771
366,ETV5,0.0010345966959397622
402,ZNF771,0.001034491991097351
88,ZNF567,0.0010337087561012649
408,MBD2,0.0010333982303053278
10,ZNF12,0.001031802288890388
1118,ZNF628,0.001030457165387415
24,FOXP4,0.0010296922569627087
413,SHOX2,0.0010288284561394286
87,ZNF37A,0.0010281460425913447
410,OLIG1,0.0010272658210232627
151,POU2F3,0.0010271984807490766
114,ZNF219,0.0010269342827406843
353,ZNF101,0.0010268476842766354
533,ZNF490,0.001026654798266777
932,TFDP1,0.0010259972217664926
808,ZNF195,0.0010237921488221405
901,ARNT2,0.0010237377977304098
361,PREB,0.0010226499211032512
363,MTA3,0.0010216823678568633
700,NFIX,0.0010205213609049855
121,ZNF668,0.0010203132780788162
183,E2F6,0.0010201597716431303
233,RORC,0.001020048722868503
1041,HES6,0.001019561341610637
37,BCL11B,0.0010189648428920838
346,NCOR1,0.00101886802002526
681,ARID4B,0.0010184728830058317
1035,CEBPD,0.0010183522185394924
1066,ZNF786,0.0010183019531463677
398,ZNF432,0.0010179608516966516
463,MAFA,0.0010176578109992347
270,FOXB2,0.001016435918396591
232,TRPS1,0.001016274397686796
322,GMEB1,0.0010154888854344189
583,SP6,0.0010146161007004452
471,ELK3,0.0010145446731503799
373,NCOR2,0.0010140694163103682
1008,ZNF841,0.0010136466923146607
990,MGA,0.0010124548086887257
782,THAP8,0.0010123397538250715
1140,TBX19,0.0010108054565950721
129,THAP4,0.00101004534397828
966,ZNF805,0.0010100122879821197
248,ZNF283,0.00100958946725581
831,ZNF611,0.0010084536560626266
811,ZFP91,0.0010081963831948986
221,SOX9,0.0010073801303920064
485,ZNF713,0.0010045727535250453
1038,ZBTB22,0.0010040335458190686
293,ZNF502,0.0010039475496491238
464,ZNF208,0.001003899361738784
376,RELB,0.0010032405108947923
292,ZNF17,0.0010032312043057985
511,ZNF420,0.001002876475517467
665,HES7,0.0010027463776392746
828,ZNF714,0.001001800099094957
45,ZSCAN20,0.0010008213301773553
1086,MYC,0.0010002894733945511
787,ZNF396,0.0009995354162304424
869,LHX2,0.000997968389057243
443,ZNF236,0.0009979601904458052
572,NFE2L2,0.000997263657135983
647,ZNF275,0.000996866229258186
934,ZBTB18,0.0009964696848819695
705,SETDB2,0.000995901842252783
461,TSC22D3,0.000995541893383959
