,TF,target,importance
1080,NFIC,ZNF491,5.696903929580801
77,NFE2L3,TGIF2,5.0899417846255615
267,MAFK,ELF3,4.830625415305083
818,STAT3,ZNF502,4.417511251530125
531,NKRF,UBTF,4.174324957738061
75,ELF5,ZNF443,4.17278171250485
1058,ZNF41,ZNF547,4.169231066610343
986,ZNF530,BCLAF1,4.151737373554538
784,ZSCAN23,ZNF622,4.0753423178110575
217,ZNF821,E2F7,3.9556991792987266
237,ZBTB42,TFCP2L1,3.855021500671486
478,ONECUT2,ZNF708,3.8424000295906104
750,ZNF611,ZNF3,3.781221625160803
603,AEBP2,ZNF568,3.7400961593183117
891,ZNF814,KLF5,3.7382276510671497
379,ZNF395,ZNF415,3.7334466626383804
548,ETV2,ZNF181,3.7155272865709703
864,ZNF417,CEBPZ,3.680949287187549
1069,ZNF528,TFE3,3.6416973534606316
1161,LHX4,ZNF324B,3.611418517794016
120,ZNF692,TFCP2,3.591455658420658
565,ZNF689,RARG,3.5697178904183726
937,ZNF134,ZNF25,3.50682991034881
894,DMTF1,ZNF611,3.4904814468671512
619,ZNF155,ZGPAT,3.472807913203818
1095,ZNF135,REST,3.421878095136389
79,ZNF511,CENPT,3.3819364615780922
757,THRA,ZBTB39,3.3371509415957594
248,ZNF639,ZNF14,3.330767389792765
375,ZNF200,TFE3,3.3071753350985866
114,ZNF354A,ZNF850,3.3046613295320255
789,ZSCAN12,TAL2,3.290564237997682
176,POU5F1,HLF,3.2904909738586645
310,NKX6-1,ONECUT2,3.267189086952841
563,MSX2,ZNF813,3.2511350568148925
13,ATOH1,TFE3,3.241362545930123
251,ZNF496,AHR,3.2198885532017143
58,HOXA1,POU5F1,3.1840229683457406
369,HSF4,THAP9,3.172430048519465
761,ZNF610,AHR,3.155812770993
328,CREBZF,THAP3,3.149178131445324
138,GCFC2,ZFY,3.132263109849555
279,NRL,AKNA,3.1165266788313244
1129,WDHD1,ZFP69B,3.1164559675943098
470,ZNF436,KHSRP,3.1154224150547876
