,TF,target,importance
208,MAP3K4,MAP4K2,1.9658859288982855
225,NTRK2,MAP2K5,1.9585658598092945
155,JMJD7-PLA2G4B,PPP3CB,1.9566054594743592
111,TAOK2,ACAA1,1.9490669093747126
216,CPT1A,MAPK14,1.9472978101518366
104,MKNK1,FGFR2,1.9445565070334858
180,CACNA2D2,FGFR3,1.943368333157143
154,CACNG4,GADD45A,1.9394555214616205
17,CACNA1I,ACAA2,1.939361526604626
159,GNA12,FLNB,1.938057392474344
49,ACSL6,CDC25B,1.937268243692177
14,RELB,PPP3CA,1.9362747606565738
107,MYC,MAP4K4,1.9360880603112252
187,MAPK1,MAP4K1,1.9345856865518671
130,TAB1,HADH,1.9344452663066403
121,CDC42,RELA,1.9280112508760703
45,MAPKAPK3,MAP3K4,1.9272402145126852
64,MAP3K8,MAP2K5,1.923738683066082
176,MAX,PPM1A,1.919002541814012
211,MAP3K1,PAK1,1.9153252876754707
202,HSPA2,PRKACA,1.9150648132282728
151,PPP3R1,MAP2K6,1.9148869389736878
103,MAP4K2,CACNA1I,1.9146720347888464
158,ACADSB,MRAS,1.906963845292096
29,CACNB2,CPT1C,1.9002461424801258
112,FGFR1,FLNB,1.8994561060666042
210,TRAF6,NFATC2,1.8987122260259899
116,CACNA1D,MAPK1,1.8969951228420594
126,DUSP10,FGFR1,1.8950040434644493
154,CACNG4,MAP3K6,1.8941017003889264
201,SOS2,MAP4K3,1.8936756882162527
24,DUSP4,MAPK3,1.888489327645824
126,DUSP10,ARRB1,1.8818532561014771
182,ELK4,MAP2K6,1.8806937445444518
153,MAP2K4,FAS,1.8782624913264045
62,NR4A1,TAOK1,1.8777875608017505
174,EGF,PDGFA,1.8755180356270562
66,ECSIT,MRAS,1.8716808804862504
135,AKT1,GADD45A,1.8688287704917574
124,MAP4K3,FOS,1.8672514919658187
222,CACNA1G,RAC1,1.8663649200157846
71,ACADS,ACSL4,1.8650179501419129
198,STMN1,NF1,1.8607798666310942
34,MAPK12,PRKCA,1.860598914416193
147,ACADVL,CPT1C,1.8601885502862352
10,FGFR3,PPP3CA,1.85997780935041
204,TP53,ATF2,1.858397004797387
6,MAPK11,PLA2G12A,1.8567153215325913
122,DAXX,RELA,1.8556882318780812
65,ECSIT,MAPK8IP2,1.85474310662237
69,ACAT1,FLNA,1.854614565203503
36,MAPK10,ARRB1,1.84440437630506
180,CACNA2D2,PLA2G4A,1.843390941102453
183,PPP3CA,FLNB,1.841260349094903
213,TGFBR1,HRAS,1.8403528604667092
112,TAOK2,MAP2K6,1.837115675770227
13,GADD45A,RASA1,1.8358459337528639
72,ACADS,HADH,1.8330118414761405
197,NF1,MAPK10,1.831914150741407
74,ARRB1,MAP3K2,1.829251287101604
52,MAPKAPK2,NTF4,1.8292016228851433
131,TAB1,ELK4,1.8280630177702322
106,MYC,HADHB,1.8235683581456867
191,IKBKG,AKT1,1.8232362442214756
211,MAP3K1,ECI1,1.8227503837929704
141,ACOX3,CACNA1D,1.8200225602036686
184,PLA2G6,MAP4K3,1.819057310334541
176,MAX,FGFR1,1.8181275452080128
67,RPS6KA3,DUSP7,1.815665400309835
110,PLA2G5,ARRB1,1.814237698296031
41,ADH5,MEF2C,1.8134875987259718
222,CACNA1G,CPT1C,1.8122925486608223
8,ADH1C,ARRB1,1.80770072921659
156,JMJD7-PLA2G4B,DUSP8,1.8070689455382987
39,ACADM,MAPK8IP2,1.8068879034902903
171,MAP3K3,PLA2G4A,1.8067074613745133
194,EGFR,CPT1B,1.8058801904274022
117,MAPK8,FLNB,1.8046192681479052
149,TAB2,FAS,1.7991601638126458
78,ACAA1,RAC1,1.7989516099363212
38,DUSP2,HADH,1.796534905830765
47,CASP3,TP53,1.7958754094567604
226,FGF21,MAPK12,1.7957354031079436
193,RASA1,CPT1C,1.7954822146801577
139,MAPK9,FGFR3,1.7931990116013325
55,CHUK,MAP3K2,1.7928491864882794
151,ECI2,ADH1C,1.7924068848526185
219,TGFB3,CACNB2,1.7905068093674652
14,RELB,RAC3,1.7883406100228119
187,MAPK1,PLA2G2A,1.7862719545259012
9,FOS,CACNA1D,1.7838041112556153
100,CHP1,FGFR1,1.7819468070583755
6,MAPK11,CACNA1I,1.7813791562127392
171,MAP3K3,PTPRR,1.7813241932117967
207,MAP2K6,RPS6KA2,1.7796155315808855
87,MAP2K5,MKNK1,1.7790564672304294
198,STMN1,FGFR1,1.778364118089447
20,GADD45B,FOS,1.7754580202691101
214,CDC25B,TP53,1.7753141643986436
225,NTRK2,GADD45G,1.7750532221567776
14,RELB,DUSP14,1.7750134688135535
171,MAP3K3,RAP1B,1.7733338980374689
111,TAOK2,FLNA,1.772968580884178
97,GRB2,MAPK8IP2,1.7727143826180352
103,MAP4K2,ARRB1,1.770878918800542
68,ACAT1,PLA2G4A,1.770753982893161
38,DUSP2,DUSP16,1.769862076713052
140,RAF1,ECI1,1.7686542143002222
50,RRAS2,MAP4K1,1.768568832469515
151,ECI2,GRB2,1.7679561964454606
186,MAPK1,RPS6KA3,1.764659648351628
119,ECHS1,DUSP8,1.7635528532013385
110,MAPKAPK5,RAC1,1.763152472898593
49,ACSL6,RASA1,1.7630063228408397
219,TGFB3,ACAT1,1.761948069399278
42,NTF4,HADH,1.7607838612047326
21,GADD45B,CPT1C,1.7597521186080223
82,ACSL1,SOS1,1.757882868421146
196,TNFRSF1A,FGFR3,1.7575143512704665
26,DUSP9,GADD45G,1.7553134464432796
85,HSPA8,HADH,1.754615380207307
137,STK3,RRAS2,1.7527234609843407
150,PPP3R1,MAP3K6,1.75184872105405
101,IL1R1,DDIT3,1.7504395210834018
7,PRKCA,DDIT3,1.7499274759920798
65,ECSIT,DUSP1,1.747907585451117
217,NFKB1,ARRB1,1.746668899063393
107,NLK,PTPRR,1.7458758417668818
175,MAPK14,ECSIT,1.7410117825924807
136,PAK1,ACSL6,1.738023335844568
211,MAP3K1,CACNB1,1.7377916924641759
146,STK4,MAP2K1,1.7377307957569925
215,MAP4K1,RPS6KA4,1.737718202050911
146,MAP3K7,MAP2K6,1.7368875831780046
140,MAPK9,DUSP8,1.7358632188789909
53,MAPKAPK2,RASA1,1.7355210581499274
27,NFKB2,MAP2K1,1.7351539157611853
110,MAPKAPK5,DUSP16,1.7346418213864616
57,PLA2G12A,PLA2G4A,1.7343861501528193
18,PPP3R2,RELA,1.7331279028396411
32,MAPK8IP2,RASGRP1,1.7311446100900647
16,TGFBR2,RPS6KA4,1.730884797552825
31,NFATC4,MRAS,1.7285492289802578
166,MAPK7,MAP3K2,1.7278867115439789
32,JUND,CACNA1D,1.7254461330474689
167,ACSL3,FOS,1.7241015663444277
41,ADH5,IKBKG,1.7227873342753701
3,HSPA6,NF1,1.7224141792304866
136,PAK1,CPT1C,1.7217883741247826
75,PRKX,HSPB1,1.7216107601711015
71,NFATC2,HADH,1.7196985341411812
24,DUSP4,PPP3R1,1.7184242427341871
194,EGFR,HADH,1.714152035266384
112,TAOK2,MAP3K1,1.7141441069280232
94,MAP3K6,ECI2,1.7140848227732153
188,PPM1B,CRKL,1.7134127550543412
53,MAPKAPK2,STK4,1.7119955463229173
101,IL1R1,ARRB1,1.7088613136850364
178,MAP2K3,CHUK,1.7076662450576865
15,NTF3,ALDH3A2,1.7051587314520749
23,MAP3K5,CPT1A,1.704377441261715
2,PLA2G4A,ARRB1,1.7038735648075904
169,ALDH2,PLA2G5,1.703157819262217
221,PDGFRB,PTPRR,1.7021722421103793
56,DUSP1,CPT1A,1.701233746396095
58,PLA2G12A,CDC25B,1.700553064864924
33,MAPK8IP2,DUSP16,1.700122449140871
100,FLNB,FLNA,1.6996876209835805
214,CDC25B,TGFBR1,1.6989552632539169
8,ADH1C,GADD45A,1.6970159075929234
136,PAK1,DUSP1,1.6969918256935839
226,FGF21,ELK1,1.6966902189185165
116,ALDH3A2,HSPA6,1.6956358780938472
102,GADD45G,MAPKAPK3,1.6925453812606028
130,TAB1,MAP4K3,1.6914362428264889
205,ACSL5,CPT1C,1.689358303271744
15,TGFBR2,PLA2G4A,1.6893181461960716
169,ALDH2,FGFR2,1.688812921104086
90,MAP2K7,FLNA,1.6875412032455324
205,ACSL5,RASA1,1.6856563674450906
196,TNFRSF1A,PPP3R1,1.6842276003037795
119,ECHS1,AKT1,1.6839429140529754
42,NTF4,MAP3K6,1.6835444307104426
85,SRF,NTF4,1.682615186575551
20,CACNA1H,FGFR1,1.681428869829115
122,DAXX,PPP3CA,1.6810790397037083
35,MAPK12,ACOX3,1.6804276394924365
224,PLA2G2F,ECI2,1.679974534800028
133,MAP2K1,CACNB1,1.6798448157597319
208,MAP3K4,PLA2G5,1.6791435504656769
47,CASP3,MAP2K6,1.6787134439479656
4,PTPRR,DUSP1,1.6779146025724248
222,CACNA1G,MAPK8IP2,1.6770962549190134
139,MAPK9,MKNK2,1.6765218861571192
159,GNA12,ACSL6,1.675868273955596
211,MAP3K1,HSPA1L,1.6717724212718603
203,MAP4K4,ECI1,1.6708021492970637
177,MAX,TP53,1.6685203323048015
147,ACADVL,RAF1,1.6677876803717324
210,TRAF6,MRAS,1.6670630901508185
154,CACNG4,CACNA1H,1.6667424445691297
104,MAP4K2,DUSP16,1.6662900124029687
159,ACADSB,NFKB1,1.665330508367947
109,MAPKAPK5,FLNA,1.6652671111320179
106,MAPK8IP3,ATF2,1.6647353047858802
37,LAMTOR3,MAP2K1,1.6633662410105732
143,NRAS,MAPK11,1.662928305009688
30,NFATC4,CACNA1I,1.6612801310535286
71,ACADS,FOS,1.6598422402850286
147,ACADVL,HSPA6,1.659343054449772
15,NTF3,HADHB,1.6592297127225848
171,MAP3K3,DDIT3,1.6588731524551827
200,MECOM,EGFR,1.6548270949288415
193,RASA1,DUSP7,1.653510627008772
122,DAXX,RASA1,1.6521118057329354
58,MAP3K14,NFKB2,1.651204563994224
133,MAP2K1,LAMTOR3,1.6503694409572494
220,FGF12,LAMTOR3,1.6503678450936399
180,CACNA2D2,PPP3R1,1.648791930298537
4,PTPRR,ACSL1,1.6481480823983696
179,BRAF,ACSL4,1.6452210901062674
51,MEF2C,ADH5,1.644497960107152
102,GADD45G,HSPA8,1.6430822213946978
134,MAP2K1,TRAF6,1.6428270718459956
0,CACNA1A,ACADVL,1.6416655079031162
196,TNFRSF1A,MKNK1,1.6411939753332154
61,HSPA1B,MAP3K1,1.6410133044464952
21,GADD45B,RPS6KA6,1.6408883516699588
129,MKNK2,FOS,1.6406603643834763
6,MAPK11,ACAT1,1.6405573589300806
77,ECI1,NTRK2,1.638707862325475
46,DUSP5,HSPA1L,1.6385041500885509
6,MAPK11,STK4,1.6384915118996912
207,MAP2K6,CDC25B,1.6381549001703215
194,EGFR,MAP3K5,1.6381175265800432
91,ATF4,PLA2G4A,1.6378954813489504
206,MAP2K6,DUSP14,1.6358376372978995
146,STK4,RRAS2,1.6358174685888862
203,MAP4K4,RASGRP1,1.634769258275847
22,RRAS,RAF1,1.6345987055323308
152,ECI2,PLA2G2F,1.6345686845747882
181,ELK4,CACNB3,1.6344905520276964
61,HSPA1B,RAC1,1.6340536614068268
94,MAP3K11,MAP2K5,1.6337288130234526
52,MEF2C,NFKB1,1.6321904312514266
203,MAP4K4,CACNA1H,1.6320534406589704
198,STMN1,NLK,1.631554642259681
55,CHUK,PLA2G5,1.6310829121846924
159,GNA12,DAXX,1.6295530906045537
80,GCDH,CACNA2D2,1.6292989674569751
21,GADD45B,CPT1A,1.6292548773111055
210,TRAF6,ACADVL,1.629104613256596
42,NTF4,DUSP8,1.6289193018406263
37,LAMTOR3,NTF4,1.628831372700128
166,PLA2G4B,DUSP4,1.626543167842439
207,RPS6KA2,HSPA6,1.6263221276662219
14,RELB,FGFR1,1.626252733486171
111,TAOK2,ACAT1,1.6262238484779261
194,RASA1,MAP4K1,1.619757701199599
202,HSPA2,PRKCA,1.6197033158300285
126,DUSP10,RRAS,1.6190056930401768
90,CPT1C,AKT1,1.6189199515225738
142,RPS6KA5,NFKB2,1.6181752615947929
208,MAP3K4,CPT1C,1.6180389365540824
145,PRKACB,TP53,1.617547116099046
167,PLA2G4B,TRAF6,1.6170265097397198
67,HADHB,MAPKAPK2,1.6168091939839462
22,RRAS,PLA2G2F,1.6157892326781034
200,MECOM,GCDH,1.6145109920716532
161,HRAS,DDIT3,1.6131224426815198
120,ATF2,MAP2K6,1.6125040963279065
107,MYC,TAB2,1.6119801021217295
2,PLA2G4A,ACSL3,1.61091232922827
86,SRF,EGF,1.6108481897658529
76,PRKX,HSPA8,1.6107500020778458
192,IKBKG,MAP3K2,1.6090215975607562
101,FLNB,PPP3R1,1.6074655046213329
99,RPS6KA1,GADD45G,1.6072447814381057
135,TAOK3,ACADSB,1.6070021548009117
9,FOS,ACAT1,1.6066003536983133
155,JMJD7-PLA2G4B,PLA2G4A,1.606284388647961
24,HSPB1,NTF3,1.6051082595840267
70,MRAS,MAP3K11,1.6043387132489282
85,SRF,PTPRR,1.6039755729396727
135,AKT1,FAS,1.6035389427887503
120,ATF2,CDC42,1.6034063394638582
173,RAC1,DUSP14,1.6032844683156733
169,ALDH2,ARRB2,1.6027163420520372
105,MAPK8IP3,FOS,1.6021575850549752
150,PPP3R1,RAF1,1.6020701912922382
20,GADD45B,HSPA6,1.6012088577909023
8,FOS,MAPK11,1.6006404437196449
171,MAP3K3,ACSL6,1.598459981016237
124,MAP4K3,CACNB3,1.5983260682397658
26,DUSP9,MAP3K7,1.5972536405954898
91,MAP2K7,CPT1A,1.5968327052526148
96,PPM1A,ARRB1,1.5965774535156902
13,GADD45A,RRAS2,1.5962574478388842
12,DUSP6,MRAS,1.5961151764651558
141,ACOX3,CRK,1.5957953474263562
92,RAP1B,ADH1C,1.5957850329008534
219,TGFB3,HSPA6,1.5955724792688168
185,PLA2G6,RASA1,1.5941333395513915
102,GADD45G,ACAT1,1.5938619938932135
20,CACNA1H,MAP2K3,1.5932489780698933
84,FLNA,RAC1,1.5924057323155887
47,CPT1B,PPP3R2,1.5920057077373584
188,PPM1B,MAPKAPK5,1.591008638612465
145,MAP3K7,RELA,1.590700276451321
171,ALDH9A1,DUSP16,1.590224322049296
139,MAPK9,RAP1B,1.589879367593089
203,HSPA2,FGF12,1.589356770097779
128,PPP3CB,RPS6KA5,1.5889421841871612
18,PPP3R2,ADH5,1.5889411684821733
132,HADHA,MAPKAPK5,1.588212496718037
190,CPT2,ATF2,1.586667785363397
119,ECHS1,RELA,1.5865838469640947
142,ACOX3,TAB2,1.585902046124199
26,DUSP9,DUSP8,1.585773986639236
39,ACADM,RASGRP1,1.5857183409785913
121,DAXX,LAMTOR3,1.585336767029246
121,CDC42,TRAF6,1.5851758537806384
108,MAP3K13,MAPKAPK2,1.5846346910236668
152,PPP5C,MAPK8IP2,1.5840285342273053
103,MAP4K2,FLNA,1.5837691298470187
37,LAMTOR3,MAX,1.5825875913048484
11,DDIT3,NFKB1,1.5823649149731494
136,PAK1,HSPA6,1.5822907974397105
20,GADD45B,FGFR3,1.582214538979879
122,DUSP7,HADHB,1.5811047522065143
5,ACSL4,PAK1,1.5808105481302392
164,DUSP8,DUSP16,1.5806706689396228
72,ACADS,DAXX,1.5782762077056034
138,RELA,ECSIT,1.5781968260458916
79,MAPK3,RPS6KA4,1.5780458515682672
90,CPT1C,TAB1,1.5770530114059882
177,MAX,MAP3K2,1.5770020677692966
131,TAB1,MAP3K3,1.576604946189113
35,MAPK12,HSPA1B,1.5763144283920123
28,CACNB2,DDIT3,1.5760879083551282
207,RPS6KA2,MAPK1,1.5756759543907497
113,FGFR1,PPP3CA,1.575533312511838
205,ACSL5,FGFR3,1.5746568766356994
152,PPP5C,ATF2,1.5738507872311942
59,MAP3K14,HSPA1L,1.5736672884428617
28,RASGRP1,EGFR,1.5736455047998934
1,FGF13,PLA2G2F,1.5733253806504799
127,DUSP10,PPM1B,1.57328901765436
41,ADH5,MAP2K6,1.5729372772644974
107,NLK,NFATC2,1.5727806367614714
70,MRAS,MECOM,1.5725794032419673
207,RPS6KA2,RPS6KA6,1.5724495751936403
113,FGFR1,IKBKB,1.5722675504734214
201,SOS2,RELA,1.5702299114338945
25,DUSP9,DDIT3,1.5698255593627721
69,MRAS,NFKB2,1.569182864924041
84,HSPA8,MAPK11,1.5687876988896243
87,MAP2K5,TP53,1.5684074623100168
194,EGFR,ACSL1,1.5676823112812346
128,PPP3CB,MAPK14,1.567283616405557
211,MAP3K1,CACNB3,1.566519379481796
197,NF1,MAP3K12,1.566276055505356
223,PLA2G2A,MAP2K6,1.5659309270427426
90,CPT1C,MAPK8,1.5649326631953862
201,SOS2,ARRB1,1.5648055621907266
161,RPS6KA4,ACSL3,1.5647222862486592
26,DUSP9,ARRB2,1.5641413299586182
80,PDGFB,JUN,1.5628047108766085
70,MRAS,ECHS1,1.5625815908165117
81,ACSL1,FAS,1.5612727396791601
53,MAPKAPK2,RAC1,1.5607168582425073
189,TAOK1,RAF1,1.557966198248322
50,RRAS2,STK3,1.5578874546200363
28,RASGRP1,FGF12,1.5577285703728332
225,NTRK2,ADH5,1.5573212392293756
17,CACNA1I,ECI2,1.557296140984923
127,PPP3CB,PDGFA,1.5572300436763644
53,MAPKAPK2,ARRB1,1.5571514774563917
210,TRAF6,CRKL,1.55690266147606
128,PPP3CB,MAP4K1,1.5559327849391078
152,PPP5C,ECI2,1.555813464088705
106,MAPK8IP3,PAK2,1.555183897178867
94,MAP3K11,RASGRP1,1.555053123858892
215,MAP4K1,MAP3K4,1.5550148150189411
183,PPP3CA,MAPKAPK5,1.5547737854160408
223,PLA2G2A,MAP3K6,1.5542460907817064
153,MAP2K4,GRB2,1.554233961630236
46,DUSP5,MAP3K4,1.5534987915357998
176,MAX,MAPKAPK2,1.5531004606722982
83,RAP1A,HADH,1.5522924154291444
189,TAOK1,ACSL6,1.5519901236425444
54,PPP3CC,HADHB,1.551651421888135
155,CACNG4,ACOX1,1.5514617809710836
78,ACAA1,DUSP14,1.551347379535252
106,MYC,GADD45B,1.5513464529293488
163,ACAT2,TP53,1.5512135642080689
123,ELK1,CHUK,1.5483095122669144
132,GNG12,ACADVL,1.5471989266172228
74,ARRB1,RPS6KA4,1.5466427391220579
200,MECOM,HADH,1.546436247972925
187,KRAS,MAP3K14,1.5461926108087052
214,CDC25B,ATF4,1.5456341747351316
58,PLA2G12A,PPP3CA,1.5441801995928481
152,PPP5C,HSPA8,1.5436465918380124
181,ELK4,FGFR1,1.54293477067998
93,RAP1B,HSPA1L,1.542351309402848
84,FLNA,NLK,1.5419312968182224
146,MAP3K7,CACNA2D2,1.5412325373846518
171,MAP3K3,TRAF2,1.5407765762052288
218,EHHADH,FGFR1,1.5404186732893443
85,HSPA8,FLNB,1.5403012021906195
169,ALDH2,PLA2G4B,1.5398727352407582
149,TAB2,MRAS,1.5383045049689166
193,RASA1,MAPK1,1.5382516035266918
51,CACNB3,RELA,1.538075757401518
147,ACADVL,ACAA2,1.5374757056945598
117,MAPK8,PRKCA,1.5360515829420935
179,BRAF,HSPA8,1.5348181156484988
208,MAP3K4,MAP2K3,1.534680171280248
44,MAPKAPK3,FOS,1.533714785626189
141,ACOX3,ARRB1,1.5336659315031331
206,ACSL5,MAP3K1,1.53355230783196
153,MAP2K4,CRK,1.533401472317423
148,DUSP3,FGFR3,1.5331028711862547
95,MAP3K12,RRAS,1.5330116083628422
161,HRAS,TRAF2,1.5328818192765634
71,NFATC2,ECI1,1.5324499812033199
167,PLA2G4B,IKBKG,1.532361227020752
94,MAP3K11,CPT1B,1.5314680743854903
63,MAPK8IP1,MKNK2,1.5312753176422687
63,MAPK8IP1,MAP3K3,1.530802924853397
210,TRAF6,FOS,1.5305742841124286
128,TRAF2,MAPK8IP1,1.5289453753278577
78,ACAA1,IKBKG,1.5284491553788502
99,RPS6KA1,ACOX1,1.5283802109454148
214,TGFBR1,CDC25B,1.5276960851348436
156,FGF22,MAP3K11,1.527430730664666
174,EGF,ADH5,1.5273790291538905
6,MAPK11,ATF2,1.5273772762795392
39,FGFR4,MECOM,1.527351759782905
165,MAPK7,ATF2,1.527289034274653
93,MAP3K6,MEF2C,1.5271706928146307
153,PPP5C,EGFR,1.5268267151362815
155,JMJD7-PLA2G4B,MAP2K5,1.5266956823423279
63,MAPK8IP1,AKT1,1.5266639257514152
119,ECHS1,ALDH9A1,1.52501822895593
226,FGF21,TRAF6,1.5249860845751833
183,PPP3CA,CRKL,1.5249860789985026
175,EGF,PPM1B,1.5244663036568447
127,DUSP10,ECI2,1.5235677193218753
208,MAP3K4,ACADM,1.5233483832146155
173,RAC1,STK4,1.5228205390378609
128,PPP3CB,RPS6KA2,1.5224763281361737
35,MAPK12,HADH,1.522377101455255
110,MAPKAPK5,MAX,1.5223412529223848
127,DUSP10,HADHA,1.5222857477571765
149,TAB2,ARRB2,1.5221810739847623
