,TF,target,importance
105,MAPK8IP3,FAS,1.691427314500086
145,MAP3K7,RRAS,1.6908519295321425
226,FGF21,CACNB2,1.690316182143806
131,GNG12,CACNA1A,1.6902209377717736
112,TAOK2,CRKL,1.688917733323957
216,CPT1A,MAP3K6,1.6880026462003914
143,NRAS,MAP3K5,1.6879454840563017
187,KRAS,HSPA8,1.6869561468675303
199,PRKACA,ACOX1,1.6867839427401787
38,DUSP2,ECHS1,1.6861948139513148
40,ACADM,CACNB3,1.6859745127854284
55,CHUK,RASA2,1.6855471831430453
43,ARRB2,BRAF,1.684770765121921
163,DUSP8,MYC,1.6846586560543528
174,EGF,LAMTOR3,1.6843815278885208
29,CACNB2,CACNA2D2,1.6836183392232689
200,MECOM,MAP3K3,1.6833073221994752
194,EGFR,HADHA,1.6827361164616317
52,MAPKAPK2,CPT1B,1.6816052163503008
164,ACOX1,HSPA1L,1.6807165871268057
39,FGFR4,ARRB2,1.6796809692117598
14,RELB,ARRB1,1.6779071909448897
169,RASA2,CACNA2D2,1.677631887955255
41,ADH5,ARRB1,1.6772001618482997
140,MAPK9,ACOX1,1.6766441854305674
98,RPS6KA1,MAPT,1.6757472047618043
128,PPP3CB,STK4,1.6753537911489937
190,CPT2,FGFR3,1.675258856377079
94,MAP3K6,ACSL5,1.6747339747313805
226,FGF21,RELA,1.6731486648280378
130,TAB1,DUSP1,1.672932832822447
84,FLNA,FGF12,1.6727778996404514
54,PPP3CC,KRAS,1.6705441252128896
110,PLA2G5,MAP4K2,1.6686169543618918
114,IKBKB,ATF4,1.6661484320915627
13,GADD45A,MAPK10,1.665743639937518
119,ATF2,IL1R1,1.6642854120927804
99,CHP1,ECI1,1.6638192727078949
1,PLA2G4A,CACNA1A,1.6636789497187376
128,PPP3CB,FGF21,1.6634242863881192
195,MAP3K2,MKNK2,1.6631739044138918
46,DUSP5,DUSP10,1.6628979939158846
27,NFKB2,RAP1B,1.6615097332888826
135,AKT1,MAPK8IP1,1.6608335579571603
130,MKNK2,SOS2,1.6606553971934432
203,MAP4K4,RRAS2,1.6606450905105643
199,PRKACA,HSPA8,1.6594781264570935
58,PLA2G12A,CRK,1.658355026167817
173,CRKL,MAP4K1,1.6582118457129795
13,GADD45A,FAS,1.657767910941534
210,PAK2,FGF12,1.657510312827703
48,CPT1B,MAP4K1,1.655625939258304
125,DUSP14,CACNA1I,1.6544481630527677
185,RAPGEF2,ATF2,1.65405350548466
157,HSPA1L,GCDH,1.6537662404158968
72,ACADS,SRF,1.653636436556594
86,MAP2K5,HSPA8,1.6533857195448656
151,ECI2,MAP3K13,1.6525889594612302
24,DUSP4,PRKX,1.6517728171338693
91,MAP2K7,ELK4,1.6511759126835217
205,ACSL5,DUSP14,1.6503253076578244
221,PDGFRB,PPM1A,1.6495228372799835
47,CASP3,PPM1A,1.6494189945174689
216,CPT1A,DUSP6,1.6486726576573054
95,MAP3K12,ACADM,1.6481571119824776
182,DUSP16,HSPA1L,1.6472703270429834
5,ACSL4,ELK1,1.6467091458532084
204,TP53,FAS,1.6458419287356338
202,HSPA2,RASGRP1,1.6453577175394623
6,MAPK11,MAP2K6,1.6449486321538858
154,MAP2K4,CACNG4,1.6435923003727277
60,HSPA1B,MAPT,1.6423998353870448
89,HADH,MAP2K6,1.641877446979658
179,BRAF,RRAS,1.6412492767650453
31,NFATC4,LAMTOR3,1.6405242651768686
211,MAP3K1,RPS6KA2,1.6402778378063334
59,MAPT,RELB,1.639964524404017
129,MKNK2,HADHB,1.6397005943167737
144,PRKACB,PAK1,1.6386686957236523
217,NFKB1,CACNB2,1.6344851677124705
58,PLA2G12A,RELA,1.6338120299730987
158,HSPA1L,TGFBR1,1.6329640248011392
25,HSPB1,FGFR2,1.6326757650049022
98,RPS6KA1,ACSL1,1.6321930933747668
221,PDGFRB,HADHA,1.6315004186040423
49,ACSL6,ECI1,1.6307092691810081
204,TP53,NFATC2,1.6306827059072042
34,MAPK12,DUSP6,1.6301739782627107
126,DUSP14,MKNK2,1.6300767437160555
208,MAP3K4,EGF,1.6300616235105856
177,ALDH1B1,MAP3K5,1.6299982471171988
141,ACOX3,DUSP10,1.629806323836958
28,RASGRP1,PPP5C,1.6289824011837748
54,PPP3CC,CACNA1G,1.6284757747479826
29,CACNB2,MAPK8IP1,1.6277829701538145
1,FGF13,RRAS2,1.6275982532094044
48,CPT1B,PLA2G6,1.6268768330454781
47,CASP3,RELA,1.6265174018171957
160,GNA12,RPS6KA2,1.6256358860478732
22,RRAS,FAS,1.6247783295137979
119,ATF2,MAP3K11,1.6244874930044237
213,TGFBR1,NFKB2,1.6242697264244206
118,ECHS1,FOS,1.624177922254879
49,ACSL6,PPM1A,1.6238292151767109
52,MEF2C,NRAS,1.6232994674244259
62,NR4A1,MAP3K6,1.622522183470064
83,FLNA,CACNA1A,1.6218870385281092
155,JMJD7-PLA2G4B,RASGRP1,1.621100611394306
208,MAP3K4,MAX,1.6205322903196502
119,ECHS1,ELK1,1.6204909507690213
78,ACAA1,BRAF,1.6204786720381381
172,MAP3K3,FGF12,1.6202112720362607
194,EGFR,CACNA1D,1.6200399112508284
180,BRAF,ELK4,1.6183175120211188
207,RPS6KA2,ECI1,1.6183002646919402
199,PRKACA,ATF4,1.617443796729523
199,PRKACA,RAPGEF2,1.616615938036638
55,CHUK,STMN1,1.6154809216130117
71,NFATC2,RPS6KA5,1.6149763373283572
